HER1;Date;%_Assec;Freq_j+6;Freq_j+5;Freq_j+4;Freq_j+3;Freq_j+2;Freq_j+1;Freq_j;Freq_j-1;Freq_j-2;Freq_j-3;Freq_j-4;Freq_j-5;Freq_j-6
19;25-08-2012;53.8461538461538;0.208049305202638;0.203840174411129;0.199538937736115;0.195161831301547;0.191234232737982;0.186993384500462;0.184078213303862;0.190157717623576;0.190157717623576;0.20879440411827;0.222182387598655;0.242341171221092;0.213740025624384
19;25-09-2012;54.5454545454545;0.136636949320663;0.133367122568439;0.129269380085843;0.125515104303794;0.137473611323712;0.160729893736874;0.141144643524103;0.146598826084827;0.146598826084827;0.13873234167682;0.149523414931332;0.190460323687707;0.167871661023383
20;24-05-2012;0.900900900900901;0.633076514319178;0.613879985281771;0.617937222867152;0.675139230471571;0.712432520375764;0.724108537436472;0.707857579974226;0.64774565769062;0.64774565769062;0.619434603471567;0.594612091577787;0.572852374005397;0.55410392347903
20;25-06-2012;0;0.626385932862765;0.674002748611961;0.693562963874695;0.691034300728656;0.671043621323466;0.63778170733182;0.627940214450813;0.590697903688886;0.590697903688886;0.562230448163158;0.539262636515027;0.519427887243165;0.502269784098094
20;25-07-2012;6.30630630630631;0.598419489042521;0.567923101573054;0.549937501166057;0.539781937001835;0.527414878453688;0.5090982679305;0.488570638515463;0.460404927669925;0.460404927669925;0.466355577725032;0.470176382166067;0.460684770260886;0.446451551805747
20;25-08-2012;24.3243243243243;0.281382282068291;0.274107707894982;0.268344049309522;0.26371242809316;0.257338115980334;0.253611624809544;0.253658865400761;0.251626825267675;0.251626825267675;0.244789811167888;0.238631198326406;0.233805161226795;0.22722102167311
20;24-09-2012;27.027027027027;0.172833155574443;0.169815111146813;0.167331215083075;0.166901212094515;0.171999040292015;0.176848998400343;0.191110834654864;0.250418567943974;0.250418567943974;0.252771935602566;0.229815323369162;0.199769075999268;0.185585146594941
21;24-05-2012;0;0.603520776660914;0.624228294870152;0.72728425469578;0.802771558147333;0.915758460545818;0.898349823691866;0.844289096939939;0.764347265229193;0.764347265229193;0.74629747370736;0.717362708407738;0.685691376686541;0.662200061795542
21;25-06-2012;0.564971751412429;0.598516429344522;0.609094935237363;0.588298415344197;0.561304994370244;0.540009608843306;0.52120129588887;0.505608273496165;0.475472586915884;0.475472586915884;0.461502029092978;0.451193188968042;0.443810381978239;0.45227783330289
21;25-07-2012;3.95480225988701;0.426483830378507;0.413349531108149;0.400557807421463;0.389073576008062;0.377662531454385;0.366770055261572;0.356264853803561;0.337879519903163;0.337879519903163;0.334178330647953;0.337338257983666;0.329673546200801;0.317568316407716
21;24-08-2012;25.8064516129032;0.209610269601228;0.200720408214082;0.195827816172802;0.190961097397953;0.186776776544593;0.183393108288509;0.181521027877968;0.176720605214635;0.176720605214635;0.170898636190559;0.16579089273657;0.164023090685867;0.171133704597316
21;26-09-2012;16.6666666666667;0.0933895220750943;0.0938257922233945;0.100827131405494;0.0971628564262366;0.104019985332646;0.146114384511856;0.216451587536566;0.177429942866386;0.177429942866386;0.151082413970155;0.140712108218534;0.134259288515208;0.130256572401202
22;25-05-2012;0;0.513431992432973;0.486658453418985;0.465290028050186;0.447785608670396;0.431549229474129;0.417158823383231;0.402899892210249;0.375983569984127;0.375983569984127;0.363793806282869;0.352596286068408;0.340801895794957;0.330856070861666
22;25-06-2012;0;0.698181701524899;0.644116064711126;0.581377002264517;0.55508403034266;0.529055267874616;0.525679363388139;0.617918190374717;0.598687698921792;0.598687698921792;0.532995194813667;0.495238401108339;0.467699437132482;0.445435337021586
22;25-07-2012;0;0.625750778602337;0.579805940861635;0.562781422265573;0.562942177166589;0.541348472460806;0.502484705038161;0.470095433690665;0.447561894614551;0.447561894614551;0.538768741593487;0.586094877657079;0.568391254430407;0.52564379742982
22;24-08-2012;16.6666666666667;0.252189671753804;0.243326250376643;0.235747074921643;0.228470986850893;0.219665752990622;0.213602460836908;0.210582841859699;0.217078150365149;0.217078150365149;0.211709491400117;0.201022671259898;0.192596210584519;0.185744330787176
22;25-09-2012;8.33333333333333;0.131300164946276;0.12753325142969;0.121337412362584;0.117741314848582;0.119546429115037;0.138204074887473;0.174363836072601;0.223261184506854;0.223261184506854;0.237315554651268;0.234715752835305;0.215580005156513;0.193630499840024
